date,content,fireworks_deepseek-chat_labels
12/25/22 1:16,"App uses some form of auto fill/location services to find your address, it will not save your address as typed it will send your food to Timbuktu unless you are looking at it every second on the second",App Bugs / Payment Issue
12/1/20 0:51,"At first it was great, but last dozen times i tried ordering, it would not let me checkout, keeps saying it stumbled upon a problem. I have tried making sure everything was correct multiple times, to include trying different forms of paymwnt etc, no luck",App Bugs / Payment Issue
5/14/22 15:20,Worst food delivery app ever,Others
7/6/20 2:28,"Made an order, was delivered no food and did not get a refund, they said driver tried to call but i have no miss no calls and i was waiting outside! Will not use again",Delivery Issue
8/12/21 18:01,"I been using the app to get food and now I can't since it keeps closing itself, fix it cause I just done the update and I wanna get some food",App Bugs / Payment Issue
2/9/21 23:49,Ultra slow and jancky loading. It takes so long to get connected to GrubHub given the same network connection throughout the years. (Home wifi 300Mbps). Sometimes it just won't load your account info.,App Bugs / Payment Issue
4/11/21 15:54,"Last night i ordered around 7:30 ETA was 8:25...at 9pm i messaged thevdriver who told me my order was cancelled. Grubhub texts me@ 930(order is cancelled already) that it wouldbe delivered at 931. At 931 they sent"" cancelled"". i order thru another place...same thing happened...at 10:15pm i feel lucky to find one place on grubhubopen...by midnight the SAME THING HAPPENED. that restuarant told me that grubhub cancelled it after they started making my order.not them like grubhubs email stated.done!",Delivery Issue
5/8/20 20:08,I can't order anything I've used about 20 different cards and nothing seems to work all I want is a taco and it won't work,App Bugs / Payment Issue
4/22/22 17:19,How is the coupon code you literally just gave me expired?????,App Bugs / Payment Issue
6/8/20 11:44,"You guys suck dog balls end of story, and always wrong fucking order!!!",Order Accuracy
7/3/20 0:12,All issues lately! So annoyed! Postmates here i come,Others
4/17/22 2:23,"Love the service, but the fees are absolutely atrocious. Disgustingly greedy company.",Price / Cost Complaint
3/5/23 23:59,"I completely understand that GrubHub as a company has to make money, unfortunately they don't pay their drivers their pay is based on tips alone. So as a company I think they're charging too much of an increase with food prices. just my opinion.",Price / Cost Complaint
10/6/22 2:07,Lol I have a year of premium through Bank of America but this stupid app removes my premium status. I cant even make any orders. I am beyond mad at how much money I wasted and promos I lost from failed transactions. Use a different app. Grubhub sucks and I will not re-download this trash again even if I have grubhub premium for a year.,App Bugs / Payment Issue
5/3/21 3:44,First time I used it they spent an hour to then try and cancle my order. I said that was fine but then they said they could get it. Waited another 45 min. For them to then deliver it to the wrong location.,Delivery Issue
4/19/21 2:01,"not reliable on when restaurants are open or available, too expensive, wait times are too long",Price / Cost Complaint
9/6/20 8:41,"Awful First off if zero stars was an option that would be my rate. Ordered from a small business and had missing items, the bag was opened by the driver. The business was very nice and promptly replaced the items that the driver took. Grubhub refunded the whole order from the small business, which we didn't want, but kept the tip and delivery fee. Grubhub loves to screw over small business and that's not alright. I will never order from Grubhub again.",Order Accuracy
1/14/24 2:34,App works fine but the service is awful.,Others
6/6/23 20:26,Awful. The orders are wrong at least 70% of the time and trying to use the app's help features is abysmal.,Order Accuracy
11/29/21 17:42,My order is always wrong and or missing stuff anytime i order from this app so deleting it and trying a different one. This app sux,Order Accuracy
2/1/23 0:20,"Since 1/10/2023, I've been getting 'Something Went Wrong' error messages when I go to pay. I've used different cards and payment types (Venmo and Google Pay). I contacted customer service and told me to check with my bank. Ordering and payment is fine on Door Dash!",App Bugs / Payment Issue
10/23/21 19:30,Updated below: zero stars if I could! keeping app installed in hopes that one day soon I will be able to use it.. still dont deliver in our area of course!!! fingers crossed that that will change soon... sooner then later preferably!! Update::: Well here it is 2021 and still no options for us out here. Very disappointing!!,Delivery Issue
11/3/20 0:14,Delivery window pushed back and order never arrived. Never again.,Delivery Issue
5/13/20 2:58,"Horrible app, horrible customer service and extremely expensive compared to other delivery apps",Price / Cost Complaint
1/15/24 1:20,"If you want cold food use grubhub. They'll send your food past your house to the next city over. Then, when you get your cold food, They'll offer you $5 in credit. Do not use!!!",Delivery Issue
7/3/20 0:20,"Dude, screw this $5 delivery fee, +$8 tax/fees +a decent tip BS. Was a fan until they upped the prices like that",Price / Cost Complaint
8/12/21 7:13,"I am so ecstatic to share this review of 1 star. Despite the service drivers being wonderful, the app and it's structure & relationship with the restaurants is so poor. I've had two orders not be approved",App Bugs / Payment Issue
12/11/23 22:53,Trash app. Can never get help when an order goes wrong!,Customer Support Experience
7/20/23 21:12,"What a scam. Service fee, delivery fee, tax fee, plus tip and you'll be lucky if you get your order hot or even correct. Uninstall and never using again.",Price / Cost Complaint
6/25/20 5:07,"I didn't get my order, but I did get someone else's order. There was no way for me to call and fix the issue. This app sucks just go to door dash because this happened with door dash before and they took care of it. Never use this this app!",Order Accuracy
12/20/21 19:49,I hate this app. I couldn't find an order I placed for a 100.00 physical gift card to be sent to my sister in Arizona. Customer service was no help at all! I had my order # but the rep told there were many customers that had the same order #s. He couldn't find mine at all even though the amount was taken out of my bank account the same day I placed the order. I would never use this app again!,Customer Support Experience
3/4/21 2:32,"Not reliable, inaccurate. Not again or recommended.",Order Accuracy
8/25/21 18:11,"I placed an order that had multiple items, the total came out to 16.73. When my order arrived it was only 1 item. I went back to the app and it said I had only purchased the 1 item with a total of 6.21 very disappointed with this app WILL NEVER USE AGAIN",Order Accuracy
12/24/22 0:43,"Not for rural/smaller town users!!!! I just tried them again after about a year and a bad experience and it's no better! I order my food and it said 1 hour roughly before it arrived, about 30-40 into the wait I got a message saying it was delayed and it would be another 20-25 minutes from my original promise time. Right about the time I should have been getting my food I get a text followed by a call from them saying they are canceling my order and my money will be refunded in 3-5 days! uodeguSS""",Delivery Issue
5/28/21 2:49,"It takes 2 hours for them to get somewhere to get food and by that time our food is cold so they suck do not download this app because they said they would pick up our food and they have it we had to go in pick it up ourselves so once again no matter what they say their app is the worst app in the world do not I repeat do not order from GrubHub any one I promise you you'll regret it cuz we do uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""",Delivery Issue
1/19/24 5:26,Adding insane service fees just because you're being held responsible to pay a liveable wage just shows how greedy you are.,Price / Cost Complaint
7/15/22 23:45,"Couldn't find my address, wouldn't process my payment, and despite ""free"" delivery adds several dollars of Service Charges to tour order. Plus it wants me to tip BEFORE I get my food? Hell naw, that's just extortion. Plus every review seems to suggest grubhub sucks.",Price / Cost Complaint
10/3/21 4:29,"I've been a Grubhub user for 5 or 6 years. The final straw was tonight when a driver didn't pick up my order, marked it as delivered, I chatted a rep who disconnected, and called another rep who hung up on me. I have cancelled my Grubhub+ membership and will delete the app as soon as I finish this review. This is my last transaction with your company. I also hope you see that I've changed my 5 star review to 1 star. Wish it could be 0 stars.",Customer Support Experience
8/11/21 4:48,"Offers nothing but an apology when you've been waiting for 1 1/2 hrs for your food, they say it's delayed, and then decides to cancel because the restruant is now closed.",Delivery Issue
11/21/20 1:59,Ordered again with this app. ALWAYS DELIVERY. Paid $40 only to find out some setting switched to pickup. I'm at a hotel away from home. Just downloaded Uber Eats.,App Bugs / Payment Issue
9/1/20 1:40,I ordered two burgers from Wendy's one was wrong and the other one didn't even get when I contacted the driver to get my other Burger she went back for the burger but then told me I have to wait until after another delivery to get it ETA for the food was between 6:30 and 6:40 didn't get the food till 6:55 it is now 7:17 still have not heard from the driver on that other Burger don't even know if I wanted at this point (update had too call customer service and get a refund food ever came),Order Accuracy
3/7/22 18:21,So laggy that I was accidentally clicking the wrong things as the page updated. So slow.,App Bugs / Payment Issue
7/24/21 21:49,"What a terrible experience. Good luck if you have an issue with your delivery; the customer support is beyond atrocious. Get your act together, GrubHub, this is a VERY competitive space. Your support should be able to understand written English.",Customer Support Experience
4/15/22 1:12,"This review is going to be a little limited because GrubHub won't even let me create an account. When I enter my email address I get the inane comment ""That email didn't work. Try another one."" ""Didn't work""? What does that even mean? What's it supposed to do? Magic tricks? Jump through hoops? It works fine for me, thank you very much. Thanks for nothing.",App Bugs / Payment Issue
4/18/23 3:31,Retarded app made.me instantly click on the subscription button when I just downloaded it and instantly charged me. SCREW THIS APP.,App Bugs / Payment Issue
8/10/20 8:13,What happens when your food is never delivered? Do I get a refund? No one has called me to get directions so I dont think they are lost. I live 2 minutes away.,Delivery Issue
9/14/20 23:20,I was going to order until i realized my 7 dollar order had turned into a 20 dollar order. This is a scam,Price / Cost Complaint
4/16/21 0:40,"Not all drivers are bad, some have the courtesy of calling when they have difficulty finding my address. However it seems like there are more bad drivers than good. My food arrived a half hour late barely warm and it was delivered to my neighbor who was kind enough to walk it over to me. I deleted the app a while ago due to similar experiences happening continuously and I recently installed it due to free grubhub+ through t mobile but I will most likely cancel my account and delete the app again",Delivery Issue
7/30/20 5:08,Shows promos are available and then says I've already redeemed them,App Bugs / Payment Issue
12/16/23 17:12,"Always, always, always delayed delivery. Why have an app or a service that cannot perform adequately, efficiently and ON TIME!!!",Delivery Issue
7/10/20 23:44,If I could give this 0 stars I sure would... Nothing but a bunch of thieves over charging you for everything... Uninstalled right away....,Price / Cost Complaint
2/3/24 1:39,"Strictly for the experience in chat with their Customer Service. Erika was rude, unhelpful, & did not actually even speak with me on the chat prior to ending it. Folks that pick up orders are awesome never has a bad 1.",Customer Support Experience
3/12/21 1:51,This app is great. I take back my old comment.nm prices changing and getting higher again,Price / Cost Complaint
1/9/22 11:35,Just call the restaurant. This is miserable.,Others
6/2/21 0:21,Worst delivery service in my area. Had multiple times where they took over an hour after pickup to deliver the food. In all of those cases they were driving further away after picking up my food. In most cases these are over $50 orders...one was over $100. Won't use this service anymore.,Delivery Issue
8/14/23 19:30,The worst delivery drivers ever! Who delivers food to a fire exit?? Terrible will not ever go through grub hub again deleting my app. My 7 year old follows better directions then your terrible driver!!! The worst!!,Delivery Issue
10/26/22 20:39,Charged a fee for picking up food... Really?!? I'll just call the restaurant instead uoi,Price / Cost Complaint
5/18/23 2:59,I just had an order that was delayed multiple times. To the point that it was over 2 hours. Wrote in to cancel it. Was told that it is finally being made. I decided to give them one more chance. Since the GrubHub person guaranteed that it would be here by the newest eta. I settle down because I am frustrated but now I know I am going to get my food. Then not 5 minutes later it is cancelled and refunded. So I wasted almost 2 hours of my time for nothing. I am beyond frustrated.,Delivery Issue
10/6/21 16:43,Girlfriend sent an order on here for the first time in months since moving in with me. She didn't realize her address was still set as her previous residence. She called her parents and asked if they could get the food when it arrived at their house. The driver marked the food as delivered but never dropped it off. When she tried to get a refund GrubHub told her it wasn't their problem. We never got a refund or our food and the driver in question was never reached out to.,Delivery Issue
7/14/21 3:46,If I could give 0 stars I would. Grubhub's drivers are constantly delivering food to the wrong address or deliver part of an order. When we call Grubhub they cannot seem to ever get a hold of the drivers. We have gotten to the point where we have uninstalled the app and will no longer use them.,Delivery Issue
3/16/22 20:18,It said I could pay with cash but yet It won't let me,App Bugs / Payment Issue
5/18/20 1:04,I hate that they take such a high percentage of profit from the local restaurants. It should be more like 5% not 20% ! it's really damaging to local business's that are already struggling due to covid 19! I try to avoid using the app when possible because of this.,Price / Cost Complaint
8/1/20 17:12,The app constantly kicks me out before I can even make an order. I would rate this zero stars if I could.,App Bugs / Payment Issue
6/8/20 18:01,Orders not delivered on time or canceled 30 minutes before they are to be delivered.,Delivery Issue
11/23/21 19:51,They lie. Keep sending me the halfoff code. But when I used it doesn't work. I can afford it but I hate the liar!!!! Stop lying uSS*.,App Bugs / Payment Issue
5/6/23 4:36,Not able to change driver. Driver just sits on parking lot and not picking up my order. Customer service said there is no way to fix the situation.,Delivery Issue
4/2/22 17:52,"By nature it's more expensive than just going yourself, but considering how many time my order was scuffed, and having to fight for refunds/answers, I cant advise. You are at the end of the day taking a chance that the driver that ops for your order doesn't 'mysteriously' lose 20$ of food from a miscommunication between you, grubhub, and the restraunt.",Customer Support Experience
6/29/20 2:21,"Don't even bother in Houston they will pick up 5 or more orders before they deliver yours. Just use Uber Eats. The people that work for this company do not care. Even customer service said ""Well you should just use another app."" Wow! GFYS Grubhub!",Customer Support Experience
4/22/21 3:07,Unfortunately tonight like many others I had to yet again call grub hub to complain about my order after waiting for over a hour being cancelled for bogus reasons my grandchild not getting her dinner and trying to last min find something else to feed her it is absolutely ridiculous and they think that a 20 percent off next order makes up for it well let me tell you it does not and not to mention I have no food and this is not a free service or fast service and most of it is beyond unprofessional,Delivery Issue
10/8/22 22:45,This app is a terrible app that does not explain to you what credit cards does and does not work with the company and it not only that but explain to you that coupons are a certain percentage off but never will explain if this is for new existing customers. This is beyond an insult to the users and I'm pretty sure that there is a law being broken here. Please do not use GrubHub as there are better options. They need to be investigated or at least better policies placed for apps.,App Bugs / Payment Issue
8/25/21 22:22,"I attempted to add a new card but the app kept freezing. Selected the ""cash"" option for payment as this was a pickup order anyway but apparently this only applies to the tipping function. The phone support operator with GrubHub was unable to refund the incorrect card and recharge the correct card. This was meant to be a company paid meal.. Second issue is that I was viewing an order (take out) I wanted to return to the menu. Hit back button and a delivery order was confirmed...BS uoN",App Bugs / Payment Issue
8/22/20 2:51,Bad 3 orders canceled.,Delivery Issue
11/10/21 22:22,Horrible service inflated menu prices stay away,Price / Cost Complaint
5/19/21 1:45,its too expensive for yalls drivers to be considered gig workers.,Price / Cost Complaint
5/8/23 1:44,"Missed multiple items on multiple orders, food being cold, bad drivers ruining food, food items not being described at all so half the menus are useless, some have repeats so clearly none of it is regulated to help the business if its them who put it in, customer service is slow and sucks, if you ever get a ""full refund"" they didn't give you the tip back even if you didn't get any of the food at all, a joke of a company, imagine never improving besides being able to order groceries from 7/11",Order Accuracy
5/9/20 20:40,Didn't get my food had to get my money back driver never showed up,Delivery Issue
10/16/21 19:36,"Placed one order, and will never do it again. Order placed at 11:28AM, delivered at 12:59PM. My order wasn't even complete. Grubhub refunded me for the missing food, but would only offer a $10 voucher for my experience, which would do no good since I never intend to use their service again.",Order Accuracy
2/6/22 10:49,"streamlined process, unfortunately the drivers can't seem to find a clearly labeled porch. Super displeased, I should wear a cape",Delivery Issue
9/1/21 15:52,"Not a single restaurant listed in my area, and I barely live 6 miles away from town. Easy 10 minute drive at most, and that's not possible?",Others
9/24/20 23:58,Sent the driver to the completely wrong location and told me that I had to verify my location on Google maps. Trash company.,Delivery Issue
4/18/21 21:42,There is always something wrong with your order. ALWAYS. (If you even get it),Delivery Issue
9/4/20 5:48,"Always have problems with my order...missing items or even canceled full order, delivery stated food being delivered and it was not than loosing time and wait for re-order while me and my family sometimes even my guests starving and waiting double time to get finally food.",Order Accuracy
4/7/21 6:04,"WORST APP. I ordered food....waited for one Hour,,,,,and I didn't received it. I asked the customer service where is my food, and when they checked, they just canceled my order and they said we canceled it cause you complain. I told them I complained asking where is my order...I didn't asked you to cancel it...The worst customer service I have ever seen. I have no trust in this app anymore. Ordered....Waited for long time...And suddenly after an Hour they canceled it",Customer Support Experience
7/13/20 18:56,"They overcharge for food, and don't even bother to get the order right.",Order Accuracy
4/3/21 1:56,I do not like this app nor would I recommend it I was overcharged credited not for the same amount have trouble understanding anyone I spoke with and it was just all-around frustrating and a pain in the rear maybe someone else will have better luck I did not sorry.,App Bugs / Payment Issue
10/29/22 3:28,I mean 5 bucks to deliver some food is bs!,Price / Cost Complaint
5/15/22 0:41,"Order was delivered missing 2 sides and 2 drinks. Driver didn't care, they are supposed to give me a refund for the missing items, however talking to customer service via chat they stated that a refund was already issued. But seemed to care less about my overall experience. Needless to say, in the current situation I was in, I figured I'd give it a try since where I live nobody delivers and I can say that I will not be ordering via this company.",Order Accuracy
12/28/20 23:55,This app doesn't work every time I try to order it says I have too many items in the bag,App Bugs / Payment Issue
6/23/22 1:24,canceled order without reason,Delivery Issue
12/11/21 0:15,Literally every time I have ordered through GrubHub my order gets delayed about an hour. When I use door dash it almost never happens. So I don't think it's the restaurant's fault. I'm deleting the app.,Delivery Issue
5/24/22 17:49,Customer service was rude and did not help Mr. I had to do all the work of finding the store and the number. Just to have Luisa rep hang up on me and provide no help at all. I will never us this app again.,Customer Support Experience
3/31/21 23:50,This app is TRASH!!!!! I have ordered from them three times and I only got my food once. All orders took 2 plus hours. That's two hours of waiting just to end up not getting any food. I have a gift card for this place otherwise I will never use them again. I am also telling other people not to bother. Not to mention they charge double the original price for the food plus delivery and tip. Expect to pay $20 for a burger.,Delivery Issue
3/8/21 21:32,Keeps crashing whenever I try to do Campus Dining.,App Bugs / Payment Issue
9/12/21 0:22,"I am uninstalling this app. The last delivery was the final straw. The driver yelled at the workers the whole time they were preparing the food, left with only half of the food while screaming ""you take too f-in long, I'm leaving now!"" I had to order from another app just to feed everyone. Every one of my last few orders were of a similar nature. Door Dash now gets my $$, and my friends & families $$ too! Much more polite, brings all food, and delivers it hot without any cussing! It's amazing!",Delivery Issue
9/13/22 3:59,The worst comonay ever. I will not.order with you evwr again.,Others
6/1/21 6:29,"I ordered at 11:20pm and at 12:22am they told me GrubHub cancelled my order. Taco Bell closes at midnight. I waited over an hour, on top of that it's going to take FIVE days for me to get a refund the email says. Unbelievable. This was my first attempt using Grub Hub and this experience is the worst. I tipped 20% that came out to 4.50$, and the Taco Bell is only 2 miles away. Utterly disgraceful. Worst. Experience. Ever.",Delivery Issue
11/29/20 1:06,"One star for persistently asking me for review years after I've already given you one. Additionally, they try to get you on the tips! Do your own calculations. The percentages they list are not accurate and will leave you paying more money!",Price / Cost Complaint
8/13/21 5:37,If you use this app don't order from popeyes on lake june cause you want get your food so sir you mis your tip so i'll continue to give my business in balchsprings they can cook hot fresh chicken & vegetable not salty just right,Delivery Issue
1/16/24 22:09,lots of issues ! wrong delivery orders ..wrong address ..cold food ...,Delivery Issue
9/17/20 3:16,"They steal from restaurants. Support your local, call in your orders.",Others
6/6/22 0:33,"There's no customer support so not sure how to get help, but I'm unable to download ANY app. I have the space, I've done a reset to my phone, cleared cache, but still nothing.",App Bugs / Payment Issue
7/2/21 19:44,"built-in markups over +20% plus $5 in ""fees"" plus tip is obscene",Price / Cost Complaint
12/27/21 11:49,This company is one heck of a scam with poor customer service who will give you a run around. They would collaborate with some sort of event and then say you have your discount code applied and then after the event ends you are left with nothing but empty promises and a large delivery fee and tip that costs more than the food.,Price / Cost Complaint
8/1/21 1:16,"First time using the app the driver runs off with my food customer service was useless, gave them a 2nd chance and the driver has my order canceled without a word Grubhub is no good",Customer Support Experience
11/12/20 3:18,I need my money back the person that delivered my food took almost 2hrs to get here and had all kinds of excuses one minute she on her way the next she's elsewhere if you can't get your food there in the time it's suppose to be here say that or hire better drivers do better i paid alot of money for that cold food,Delivery Issue
9/24/21 5:19,"Drivers don't follow instructions, customer service is terrible and does very little to fix issues. When speaking with customer service, it feels like they are just saying whatever to get to the next ticket.",Customer Support Experience
5/16/20 21:19,Estimated times are inaccurate and I've had an order canceled for no reason and had to wait 2 weeks to get a refund. No problems with drivers or restaurants but grubhub itself sucks. Prefer doordash for sure.,App Bugs / Payment Issue
3/12/22 17:15,I don't like the company so I have never loaded the app. But it also does not surprise me that I even received the question. After giving this question a minute to sink in I wouldn't recommend giving your phone number out or even trying them. Apparently some restaurants do more business with one delivery service than another. Just be careful when checking out any eatery!,Others
11/15/20 6:39,This awful the timing is wrong by 1 hour the driver seats in car and claiming he is in the front door what's the purpose of tipping $5 if you can't delivery it to the door! When I message the supporter they keep saying 20 to 25 minutes. Not the mention the drive didn't wear mask during covid19! This app is the worst terrible timing quiet frankly deceiving timings 20 minutes turn to 1 hour. Plus the driver that I tipped $5 won't leave his car instead I got walk to him plus the 7 delivery fee.,Delivery Issue
8/25/20 4:51,Grubhub is horrible. Something has gone wrong with every order I made and all they want to do is give a discount code to make up for it. If the food is not wrong then it takes over an hour or more to receive your food. Doordash is way better. Don't waste your time with this app.,Delivery Issue
7/19/20 1:46,"Tried to put in credit card info manually about 4 times, it didnt work. Used the card scanner that the app suggested and had it input the information and it still would accept it. Dont think I'll be using this app again.",App Bugs / Payment Issue
10/4/21 1:03,"If I could give zero stars I would. I signed up, got $10 off first order promo code, for some reason it would not apply during checkout. I called GrubHub support, spoke to first agent, she said nothing could be done, called back spoke to second agent, she said nothing could be done and when I asked for a manager, she HUNG UP ON ME, spoke to THIRD agent and asked for management, he also told me nothing could be done. This is ridiculously bad customer service! I deleted the app.",Customer Support Experience
6/14/20 1:30,Delivered to the wrong address and refunded me 5 days later,Delivery Issue
2/19/23 17:29,This is not the driver This particular app is to order food through grubhub It's misrepresented in the Play Store.,App Bugs / Payment Issue
10/30/21 2:17,Substanial delays or non-delivered orders as there are no drivers,Delivery Issue
4/29/22 22:23,Never got anything fron them,Delivery Issue
3/27/21 22:24,I have used this service 3 different times and each order was wrong. The first my food arrived cold and inedible. The second time I had ordered an ice coffee from McDonald's and it arrived 2 hours later after the estimated delivery time and the ice was all melted. This past time I had ordered food from Taco Bell and the delivery address was wrong so I tried to change it. I contacted my driver and he refused to deliver and I had to cancel my entire order. I do not recommend using this app.,Delivery Issue
4/1/22 3:49,These people and this app is ui©,App Bugs / Payment Issue
12/27/20 23:20,"I hate your app. I hate your service. Your drivers are rude. Your app is outdated. Everything about this company Screams failure. Does from me trying to get a simple order into McDonald's to order a big Mac and it telling me that this item is no longer being served that.. a big Mac,AP at McDonald's. I hate the service I hate your app. What a waste of a gift card.",App Bugs / Payment Issue
10/23/20 1:21,"Use Postmates, much cheaper(:",Price / Cost Complaint
4/6/22 22:19,Unreliable delivery service and time. Don't use if you only have specific time to eat.,Delivery Issue
8/2/20 8:53,"Trash app. They ""close"" all of these restaurants in my area WELL before their actual close time. I know this because I go on Uber and search for the same restaurants.avoid this app if you're looking to order anything past 9pm!",App Bugs / Payment Issue
8/14/20 3:29,"WARNING: SAVE YOURSELF THE HEADACHE! TRASH COMPANY!!!! I placed an order. The first driver changed. After waiting for an HOUR the second driver called me to say someone picked up my food so he doesn't have my food and he said he didn't know who was bringing me food. Then, I called the Customer Support, they REFUSED TO GIVE ME A REFUND!!!!! I PAID $48 FOR MY ORDER!!!! Then, the third driver was assigned. THIS LEVEL OF UNPROFESSIONALISM IS DISGUSTING. I am over ordering food online! NEVER AGAIN!",Customer Support Experience
9/5/21 0:32,y'all suck all incompetent every aspect. only ordering again because they gave me 20 percent off coupon but expired in 30 days for incompetent driver and Customer service representative. horrible service takes too long,Customer Support Experience
12/5/20 0:10,New version of the app is absolute garbage. Can't sort by categories any more. Just one long list of restaurants that keeps timing out. Deleted.,App Bugs / Payment Issue
8/15/20 2:21,Worst food delivery app ever deliverig wrong  orders,Order Accuracy
1/29/21 5:32,"So here's the thing. Before the year started with all the new laws came in for CA I was willing to overlook the slight upcharge from menu prices. But now they not only upcharge the menu prices, they add delivery fee, service fee, and now driver service fees. Half the time they can't find my apartment, so I've had to resort to wearing a specific jacket and stand outside to meet them. Don't waste your money. Youll pay double than if you went to the resturaunt yourself.",Price / Cost Complaint
6/1/23 16:56,I've tried several times over the past week to order but it's asking for my phone and address which are already correctly on file. It then buffers and buffers until I get tired of waiting and log out without being able to place the order. What's going on? Do you not want my money?,App Bugs / Payment Issue
7/15/21 1:14,"Twice now I have placed an order only to be called by the driver who told me I had to pay more than I was originally charged. And when reported to their support, they said I was mistaken and their was no request for an upcharge. And when reported to the restaurant they said they had no contract with GrubHub. Horrible app, horrible service.",App Bugs / Payment Issue
5/21/23 1:59,"tricked me into ordering, only to say my discount code expired. also, my order disappeared from the app and I had to enter/order everything again. annoying.",App Bugs / Payment Issue
6/3/20 19:16,Can't get the damn thing to work,App Bugs / Payment Issue
6/22/20 22:18,Unable to clearly find a way to leave a review for a restaurant. User interface is confusing and complicated. Delivery times and accurate updates on my order were off significantly multiple times. Needs design improvements.,App Bugs / Payment Issue
5/20/20 17:07,"I have ordered with Grubhub 5 times, first time no issues, second and third time missing items and long wait times, and the last two were cancelled with no explanation. All the orders were with different restaurants.",Delivery Issue
10/15/20 23:30,Horrible customer service ordered food waited 45 minutes and the driver said he dropped it off nowhere to be found. Called customer service and they just acted like it was no big deal. Deleting the app will never use again use get your own risk.,Customer Support Experience
9/4/23 9:56,The order never shows. Waited 4hrs for my order and was charged twice for a 20$ order but only got 5$ refunded becz im not premium,App Bugs / Payment Issue
1/11/21 1:23,"Anytime I try to place an order I get an ""unknown error"" and cannot get my food",App Bugs / Payment Issue
5/13/20 3:07,"Drivers not picking food up, and got my order wrong on 5 different occasions, app screwed up my order. Use anything else but this app and their services.",Order Accuracy
5/2/20 2:01,Very upset. First time ever using this and my order was canceled after an hour and a half wait.,Delivery Issue
1/7/21 4:30,Customer service has gone way downhill. Suggests restaurants with absolutely ridiculous delivery fees and you don't see it until going to your cart. The other day I got excited about an order I was placing just to have a restaurant 5 miles away have a $90 delivery charge. Down to 1 start for constantly asking me to rate it.,Price / Cost Complaint
10/26/22 18:17,Super counter intuitive. App randomly won't display the full menu for a restaurant I want. Other app issues such as locations for restaurants not popping up as available,App Bugs / Payment Issue
6/25/21 20:05,"Pushes ads to your notification bar. Uninstalling as the fees are already high enough, the ads make it not worth it.",Price / Cost Complaint
9/8/22 3:01,Literally unusable. Cannot complete any order. Cannot use my credit. Dishonest terrible company.,App Bugs / Payment Issue
8/25/21 20:42,"Lost my delivery. I went around the entire neighborhood looking for my order. At least I got refunded. Thanks, GrubHub.",Delivery Issue
2/27/23 1:30,app lost all my information and never prompted me to re-enter it,App Bugs / Payment Issue
10/11/21 19:19,Bad.i have been using this app for a few months. And the last month my food has been cold and stale. And the last three days it tells me the places I want to order from are closed. And it is telling me everywhere is close. Fix the app!!!!!!!!,App Bugs / Payment Issue
4/16/21 1:33,Terrible tracking. Ads everywhere. Far behind every other food app out there.,App Bugs / Payment Issue
4/10/21 2:36,"Grubhub engages in deceptive business practices. Ordinarily, when one orders food through a delivery service the order is sent immediately to the restaurant for preparation. With grubhub that is not always true. Rather some orders only reach the restaurant until after a driver gets there and places the order! And the deceptive part is that there is no way of knowing if the order actually goes to the restaurant immediately or not. For us that meant a 2 hour plus wait!",Delivery Issue
11/29/20 2:44,It is very disappointing that i am required to tip before i have even received my order. I have no idea if I am getting good service or not. By tipping at the start of the order there is no incentive to provide good service. Makes me select no tip or minimum every time,Price / Cost Complaint
11/9/22 7:36,So far every time I order something goes wrong. Literally one of your drivers stole from me. I constantly get redelivers and have to wait 2 hours at a time sometimes. Then you guys send stuff and it still doesn't get to me. This is why I use other apps more than yours because you've proven to be unreliable over and over again. Your customer service is a joke and horribly scripted.,Delivery Issue
7/14/20 21:39,If i could give zero stars i would. Never order from grub hub its garbage,Others
3/8/22 2:35,These guys mess up and deliever my order along with anyone else's order I've even beared witness to the wrong address and I've had to walk to a not the address I gave them to get my food. Everytime horrible service.,Delivery Issue
7/25/21 3:54,Had orders canceled the last two times. Terrible delivery experience!,Delivery Issue
5/31/20 18:06,Two and half hours after I ordered my Sunday morning breakfast arrived just in time for lunch. The food was lukewarm and the driver complained about not being given the right address . All and all from a restaurant less than ten minutes from my house I'm not doing using this again,Delivery Issue
7/13/23 4:46,"Horrible customer service, horrible support page, and down right terrible app. I got hoe'd so bad with this order, I waited 15 minutes to cancel my order but didnt do anything for me until it already got picked up and couldnt do anything for me. Trash",Customer Support Experience
6/29/22 19:18,App works fine. The service is terrible. Delivery inedible food and wouldn't refund. Canceled plus membership and deleted app. Do not support thieves unless you want more thieves in the world stealing from you or not providing you what you pay for,Customer Support Experience
1/24/22 0:44,Orders wrong allot. Never give full refund. Do not use,Order Accuracy
5/13/20 17:07,The driver stole my food,Delivery Issue
9/9/21 1:28,"HORRIBLE!!!! First my food was never delivered. I contacted GRUBHUB. Told them no refund I need the food. Can't wait the amount of time for the refund. GRUBHUB reordered the food, the restaurant contacted me confirming, then the restaurant contacted GRUBHUB and GRUBHUB told the restaurant to not make the order cause it was a mistake. NO ONE contacted me letting me know this, so I waited AN HOUR and nothing. Meanwhile my daughter was STARVING!!! HORRIBLE CUSTOMER SERVICE!!!!",Customer Support Experience
