date,content,score,userName,app,platform,Label 1 (Kenneth),Label 2 (Ben),Label 3 (Sahil)
3/12/21 4:09,"I'm not sure why I used GH for so long. Over half of the time I've used it something is wrong with my order and that isn't an exageration... delayed multiple times, cancelled for no reason, missing items, no silverware, food spilled inside the bag, order mixed up with someone else's, entire order cancelled because the restaurant didn't have one of the items. Deleted app. Done. Never again.",1,Bethany Shockman,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/5/22 1:31,"Garbage company, steals from the restaurants and messes up the orders 100% of the time.",1,Shehan Siddiqi,Grubhub,Google Play,Others,Others,Others
12/9/21 2:00,Drivers are rude for no reason. Lost about 50 bucks in stuff they forgot! Check bag before they leave.,1,James U,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/29/24 20:35,They charge a lot and sometimes you don't even get the food it's happened to me twice already. They won't even refund the money.,1,Stephanie Gomez,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
5/27/20 4:44,"MUST READ!! Ordered food and for my confirmation email only for grubhub to call me and say the restuarant was closed, right after I hung up the restaurant called me to say they couldn't find a driver but our food was ready so we went to pick it up. DO NOT TRUST THIS APP!",1,max chapman,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/10/22 1:47,I was missing a pice of my order and my bag looked tampered with so I didnt eat and the app won't let you call out the driver I hope she enjoyed my food do not order from this app try uber eats a bit more safer,1,Alexandria Thompson,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
5/11/21 6:06,"Don't be fooled they will let you have 2 weeks free plus membership. But watch out they still charge you for your order and then charge you the membership fee as well. And tell you, you won't be able to get a refund because you have order something in the last 10 days even though the benefits of the plus membership wasn't used. Just all around horrible.",1,Jayme Taylor,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
1/19/23 4:14,"After the recent update I see more than 90% of the restaurants in Seattle area as preorder only. So there is no choice to order immediately. This is a horrible feature for customer as there is no feature to find ""open restaurants inaccurate food",1,Jayesh Yeola,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
2/5/23 16:44,the app keeps saying stumbled upon an unknown error,1,Jamie Graziano,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/29/21 1:57,app is glotchy and annoying,1,The Advakit,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
1/28/23 20:47,Total rip off. Won't let you use gift cards. Always an excuse of how they are protecting your account. Go to Uber or doordash.,1,Hollis Collins,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/30/20 22:07,"Extremely dissatisfied... I placed my order and paid for it, then about 20 or 30 minutes later I got a notification saying the delivery time was extended. A little over an hour after that, I got another notification saying my order had been cancelled due to a delivery issue. I waited nearly 2 hours for an order that was supposed to take 30 to 40 minutes only to have my order cancelled with extremely vague reasoning. I even paid for a Grubhub membership. Membership canceled, app uninstalled. uodeg",1,Trey Waldrop,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/5/21 18:52,Overpriced and only fast food!,1,Forever Games,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
9/5/21 19:25,secretly raise the prices and add additional fees.,1,Aaron Soderstrom,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
11/28/21 4:27,"They have a free delivery promo, the problem is it auto-launches when I open the app, and it won't close or allow me to proceed to the app.",1,Charlie Horse,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
7/20/21 21:34,terrible customer service and response time.,1,Andrew Testa,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
10/2/22 23:26,"Horrible, scheming company.",1,Thomas Wright,Grubhub,Google Play,Others,Others,Others
6/11/20 1:38,this app is terrible. I ordered food twice and they canceled both orders which is irritating and Grubhub sucks. I kept having to talk to customer care about my order multiple times and they would not give me the drivers infomation but the driver had my infomation. But since the driver had my infomation still did not contact me at all which was stupid..I recommended if you want to order food then order it some where else and not from this app ever.,1,Cherrysh rogers,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/16/22 16:17,They have Horrible drivers even tho i tip well. Ask multiple drivers leave food by my front door then they leave it in the middle of my sidewalk.,1,Deanthony Walker,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/13/21 4:02,Orders are often late or delivered to the wrong address,1,jtr11,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/30/21 22:52,The first time ever using GrubHub was on New year's Eve and the driver said somebody else had picked up our order. once I called the delivery driver he was at Burger King getting a water to go with our $60 sushi meal. Completely unprofessional. The customer service center is based out of the Philippines. Who once we complained about the issue hung up on us twice. I would not recommend this for anybody,1,Jeremy Holgersen,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
6/5/21 22:12,they offer perks but then u have to pick up ...why would i use gh if im picking up ?,1,Jenny Tavernier,Grubhub,Google Play,Others,Others,Others
8/8/20 5:36,"Usual garbage service and they charge a ""fee"" as if grubhub ain't stealing from customers, drivers and retailers.",1,john reeder,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
2/8/21 22:23,First time using it and my food never showed up lol.. whole office is starving now!,1,Jonny Longbudd,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/8/20 2:13,"I placed an order and they never showed. I called Grubhub they had me on hold forever, then they told me they took the order and my money and never arranged a driver. I told her I just wanted to cancel and her response was ""yeah I was getting to that, we are unable to take this order and it will take approximately 35 days to get your money back"" this was my first order with them and my last",1,Heather Gergen,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
10/24/21 23:18,1st time ordering and I got the wrong order uoi,1,Trisha Walley,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
4/4/22 0:31,App would not accept Visa,1,I Levene,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
9/5/21 19:12,"Yes, GrubHub feels convenient, but I think the fact that I've had to spend at least 10 minutes in a live chat resolving issues for five of the last six orders that I've placed sums up the experience pretty damn well.",1,Ken Johnson,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
5/2/21 14:38,"Food always arrives cold because restaurants prepare the food immediately but then it sits for ever waiting on drivers, drivers dont wear masks anymore, San jose drivers drive down train tracks cause they dont know how to follow the street, Sacramento drivers dont know how to navigate maps, no accuracy of order and ask ME how to get to a hotel im visiting at... difficult to use lots of bugs but only way to get delivery sometimes",1,Christie Combs,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
4/1/21 0:50,Holy Hell! Look at the service fees. 19% for Green Bay to help cover costs. THIS SHOULD BE ILLEGAL. It goes to Grubhub not even local or driver. RESTAURANTS START YOUR OWN DELIVERY.,1,Shawn Newman,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
4/22/21 2:15,they suck door dash is cheaper and faster,1,Jennifer Donahue,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
7/20/20 17:52,ABSOLUTE TRASH AND SCAM Avoid at ALL COSTS,1,Ian D,Grubhub,Google Play,Others,Others,Others
4/27/23 20:41,"I only use because I get gift cards. If it wasn't for that, I would not use. The fees and overcharge of the food.",1,Supertours Adwords,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
11/7/22 19:58,Not sure how this app has over four stars when all the reviews seem to be one star. My account was locked for no reason even when I've never used the service. I added a gift card to the user which I now can't use. I've called customer service multiple times with little help. Thanks for robbing me Grubhub...,1,Kyle Babcock,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
6/14/21 5:53,"If memory serves me correct the purpose of grubhub is to simply provide an access point to make an order, the order being prepared and ready for delivery, then a delivery driver to bring said product or products to the delivery address. However Grubhub has failed at this so many instances prior to this complaint either failure to notify, follow of directions added for the delivery driver or providing the product or products ordered Way to go GrubHub uni",1,Noel Muad'Dib (Mahid Muad'Dib),Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/29/22 2:46,Time For Me To Cut Ties With GrubHub Tired Of Canceled Orders My Order Is Delayed Or Late Not Because Of The Restaurants The Problem Is GrubHub,1,Darren Shelle,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/29/22 18:50,"No. You don't get to advertise ""free"" for Prime members, then charge service fees out the wazoo. False advertising. The GPS issues, restaurants showing as closed, and lack of customer service make this app AND the company a complete dumpster fire.",1,LoPo,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
12/19/22 9:57,"26 dollar order [ for a few items from 711 literally mile away] an hour estimated wait, instantly charged me 38 dollars. should have been 26, counting 4 dollar tip, fees, ect. last night they added 7bucjs to my love Verona's order. was literally 2 items and a tip and they couldn't even get that right, now I remember why I don't use fake delivery services anymore. rather pay a nearby homeless person, less like;y to steal and happy to take cans as payment.",1,Louis Hanset IV (Sar'Kaz'em),Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
3/10/23 0:17,I think this app is absolutely terrible and should be held to the same standards as any three-star restaurant,1,Jay MAC,Grubhub,Google Play,Others,Others,Others
1/9/21 14:51,No food categories shortcuts. Just one long menu list and lots scrolling to find what you're looking for.,1,gatooga,Grubhub,Google Play,Others,Others,Others
6/7/20 21:46,They charge restaurants exorbitant amounts of money.,1,Patric Docmanov,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
7/22/20 3:56,Grubhub always has issues. Delivery takes forever. Ive had my order canceled after waiting over 2 hours for delivery I dont even know how many times now. Done using this bs app. Never again will you get money from me. uni,1,Patrick Jimenez,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/11/20 21:06,"Usually pleased, but today driver had order from different restaurant for somebody else thought no problem I'll get refund just reorder, things happen. Then I noticed after I reordered that my refund wasn't for total including tip & delivery & taxes so I ended up paying that twice....not happy uodeg",1,Samantha Garrett,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/12/21 3:18,my orders keep getting canceled,1,James Raively,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/13/21 23:46,Worst service ever. One day I have 50 restaurants to choose from the next day 0 unreliable and frustrating,1,Heather Beckner,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
11/13/22 0:57,"Never ran into problems before but now I can't delete the items or proceed to checkout because the app keeps giving me the error message ""We've stumbled into an unknown problem. Please try again later."" I don't understand why it's so buggy now, but it's very frustrating.",1,Mari M.,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
11/30/22 1:55,"Awful app. Every time I open it, it says ""delivery paused"" for every single restaurant in town. Can't even submit a help request because ""they're busier than usual.""",1,Acquaholic,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
6/22/21 3:12,higher prices & long wait times that get longer as the order goes on. only using because it's a gift card.,1,Cherie Parker,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
1/6/22 5:37,I normally get a good service but I had a driver that delivered to the wrong house. If you are a delivery driver then you should know how to read the address on both the orders and the houses in order to give the food to the right person. Don't bother downloading this app. They give the wrong orders out.,1,Destiny Baird,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/21/22 0:43,Pathetic application! I am unable to talk to customer support and activate GrubHub plus with Amazon prime.,1,Muhammad Osama Ghaffar,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
8/20/22 15:10,"Honestly this service sucks. There has been multiple screw ups with my deliveries and then delivery times that continuously get pushed back. I ordered something at 8 am for estimated delivery time of 9-930 that got pushed back TWICE. I ended up getting my stuff 2 hours after I ordered it. Absolutely ridiculous, all other delivery apps I get my stuff within 45-60 minutes with hardly any issues. This service is trash.",1,Gina Piemontese (Harley Quinn),Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/26/20 19:05,A terrible company that abuses restaurants. They're a parasite.,1,Larry Garfield,Grubhub,Google Play,Others,Others,Others
12/20/22 2:33,"Promo code wouldn't work sense it wasn't my ""first order."" I've never used or ordered on this all before! Disappointed.",1,Zachary Bunch,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
8/16/20 23:57,Terrible app that delivers things to the wrong actress cronically. Bernie 2016,1,Tumas Rackaitis,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
2/7/21 1:36,Deals don't apply at checkout. Not many options.,1,Jake Sundberg,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
1/8/21 5:32,"They really squeeze out every last cent from you in fees. It's ridiculous. But, most of the time my order is correct and it gets here relatively quickly, I guess. I just wish I didn't end up paying 20 dollars for a 10 dollar fast food order that's just down the road from my house. EDIT: Well, I just made another order and it arrived late and cold. Looks like my driver was making multiple deliveries despite my house being less than a minute away. Next time I'll walk.",1,Audioxi,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
12/25/22 1:16,"App uses some form of auto fill/location services to find your address, it will not save your address as typed it will send your food to Timbuktu unless you are looking at it every second on the second",1,Norman Pan,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/1/20 0:51,"At first it was great, but last dozen times i tried ordering, it would not let me checkout, keeps saying it stumbled upon a problem. I have tried making sure everything was correct multiple times, to include trying different forms of paymwnt etc, no luck",1,Gregg Kunkle,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/14/22 15:20,Worst food delivery app ever,1,Andra Wilke,Grubhub,Google Play,Others,Others,Others
7/6/20 2:28,"Made an order, was delivered no food and did not get a refund, they said driver tried to call but i have no miss no calls and i was waiting outside! Will not use again",1,Scott Blakely,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/12/21 18:01,"I been using the app to get food and now I can't since it keeps closing itself, fix it cause I just done the update and I wanna get some food",1,Justin Jackson,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
2/9/21 23:49,Ultra slow and jancky loading. It takes so long to get connected to GrubHub given the same network connection throughout the years. (Home wifi 300Mbps). Sometimes it just won't load your account info.,1,Noctis Yamazaki,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/11/21 15:54,"Last night i ordered around 7:30 ETA was 8:25...at 9pm i messaged thevdriver who told me my order was cancelled. Grubhub texts me@ 930(order is cancelled already) that it wouldbe delivered at 931. At 931 they sent"" cancelled"". i order thru another place...same thing happened...at 10:15pm i feel lucky to find one place on grubhubopen...by midnight the SAME THING HAPPENED. that restuarant told me that grubhub cancelled it after they started making my order.not them like grubhubs email stated.done!",1,Jenyn Schalles,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/8/20 20:08,I can't order anything I've used about 20 different cards and nothing seems to work all I want is a taco and it won't work,1,CJ 276,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/22/22 17:19,How is the coupon code you literally just gave me expired?????,1,Hannah M,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
6/8/20 11:44,"You guys suck dog balls end of story, and always wrong fucking order!!!",1,jimmi Herrera,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
7/3/20 0:12,All issues lately! So annoyed! Postmates here i come,1,luvely me,Grubhub,Google Play,Others,Others,Others
4/17/22 2:23,"Love the service, but the fees are absolutely atrocious. Disgustingly greedy company.",1,Donovan Brantley,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
3/5/23 23:59,"I completely understand that GrubHub as a company has to make money, unfortunately they don't pay their drivers their pay is based on tips alone. So as a company I think they're charging too much of an increase with food prices. just my opinion.",1,Ryan Travis,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
10/6/22 2:07,Lol I have a year of premium through Bank of America but this stupid app removes my premium status. I cant even make any orders. I am beyond mad at how much money I wasted and promos I lost from failed transactions. Use a different app. Grubhub sucks and I will not re-download this trash again even if I have grubhub premium for a year.,1,J V,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/3/21 3:44,First time I used it they spent an hour to then try and cancle my order. I said that was fine but then they said they could get it. Waited another 45 min. For them to then deliver it to the wrong location.,1,Daniel Caris,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/19/21 2:01,"not reliable on when restaurants are open or available, too expensive, wait times are too long",1,Lindsay Baldridge,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/6/20 8:41,"Awful First off if zero stars was an option that would be my rate. Ordered from a small business and had missing items, the bag was opened by the driver. The business was very nice and promptly replaced the items that the driver took. Grubhub refunded the whole order from the small business, which we didn't want, but kept the tip and delivery fee. Grubhub loves to screw over small business and that's not alright. I will never order from Grubhub again.",1,Melany,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
1/14/24 2:34,App works fine but the service is awful.,1,Matt Ash,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
6/6/23 20:26,Awful. The orders are wrong at least 70% of the time and trying to use the app's help features is abysmal.,1,Erika Hoffman,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
11/29/21 17:42,My order is always wrong and or missing stuff anytime i order from this app so deleting it and trying a different one. This app sux,1,Terri Myers,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
2/1/23 0:20,"Since 1/10/2023, I've been getting 'Something Went Wrong' error messages when I go to pay. I've used different cards and payment types (Venmo and Google Pay). I contacted customer service and told me to check with my bank. Ordering and payment is fine on Door Dash!",1,Brian McCloy,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
10/23/21 19:30,Updated below: zero stars if I could! keeping app installed in hopes that one day soon I will be able to use it.. still dont deliver in our area of course!!! fingers crossed that that will change soon... sooner then later preferably!! Update::: Well here it is 2021 and still no options for us out here. Very disappointing!!,1,Rachelle Foreman,Grubhub,Google Play,Others,Others,Others
11/3/20 0:14,Delivery window pushed back and order never arrived. Never again.,1,G Xx,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/13/20 2:58,"Horrible app, horrible customer service and extremely expensive compared to other delivery apps",1,Shelby Spencer,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
1/15/24 1:20,"If you want cold food use grubhub. They'll send your food past your house to the next city over. Then, when you get your cold food, They'll offer you $5 in credit. Do not use!!!",1,Jeremiah Allen,Grubhub,Google Play,Others,Others,Others
7/3/20 0:20,"Dude, screw this $5 delivery fee, +$8 tax/fees +a decent tip BS. Was a fan until they upped the prices like that",1,Zerain,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
8/12/21 7:13,"I am so ecstatic to share this review of 1 star. Despite the service drivers being wonderful, the app and it's structure & relationship with the restaurants is so poor. I've had two orders not be approved",1,Kamron Cook,Grubhub,Google Play,Others,Others,Others
12/11/23 22:53,Trash app. Can never get help when an order goes wrong!,1,Tommy,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
7/20/23 21:12,"What a scam. Service fee, delivery fee, tax fee, plus tip and you'll be lucky if you get your order hot or even correct. Uninstall and never using again.",1,Josh Chavez,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
6/25/20 5:07,"I didn't get my order, but I did get someone else's order. There was no way for me to call and fix the issue. This app sucks just go to door dash because this happened with door dash before and they took care of it. Never use this this app!",1,Dan Mcnutt,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/20/21 19:49,I hate this app. I couldn't find an order I placed for a 100.00 physical gift card to be sent to my sister in Arizona. Customer service was no help at all! I had my order # but the rep told there were many customers that had the same order #s. He couldn't find mine at all even though the amount was taken out of my bank account the same day I placed the order. I would never use this app again!,1,Karen Cunningham,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
3/4/21 2:32,"Not reliable, inaccurate. Not again or recommended.",1,DTsp924,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
8/25/21 18:11,"I placed an order that had multiple items, the total came out to 16.73. When my order arrived it was only 1 item. I went back to the app and it said I had only purchased the 1 item with a total of 6.21 very disappointed with this app WILL NEVER USE AGAIN",1,Destiny Wade,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
12/24/22 0:43,"Not for rural/smaller town users!!!! I just tried them again after about a year and a bad experience and it's no better! I order my food and it said 1 hour roughly before it arrived, about 30-40 into the wait I got a message saying it was delayed and it would be another 20-25 minutes from my original promise time. Right about the time I should have been getting my food I get a text followed by a call from them saying they are canceling my order and my money will be refunded in 3-5 days! uodeguSS""",1,Sara Jones,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/28/21 2:49,"It takes 2 hours for them to get somewhere to get food and by that time our food is cold so they suck do not download this app because they said they would pick up our food and they have it we had to go in pick it up ourselves so once again no matter what they say their app is the worst app in the world do not I repeat do not order from GrubHub any one I promise you you'll regret it cuz we do uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""uSS""",1,lexie James,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/19/24 5:26,Adding insane service fees just because you're being held responsible to pay a liveable wage just shows how greedy you are.,1,Josh Brunner,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
7/15/22 23:45,"Couldn't find my address, wouldn't process my payment, and despite ""free"" delivery adds several dollars of Service Charges to tour order. Plus it wants me to tip BEFORE I get my food? Hell naw, that's just extortion. Plus every review seems to suggest grubhub sucks.",1,Lich Lord,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
10/3/21 4:29,"I've been a Grubhub user for 5 or 6 years. The final straw was tonight when a driver didn't pick up my order, marked it as delivered, I chatted a rep who disconnected, and called another rep who hung up on me. I have cancelled my Grubhub+ membership and will delete the app as soon as I finish this review. This is my last transaction with your company. I also hope you see that I've changed my 5 star review to 1 star. Wish it could be 0 stars.",1,Justin Seals,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
8/11/21 4:48,"Offers nothing but an apology when you've been waiting for 1 1/2 hrs for your food, they say it's delayed, and then decides to cancel because the restruant is now closed.",1,E P,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/21/20 1:59,Ordered again with this app. ALWAYS DELIVERY. Paid $40 only to find out some setting switched to pickup. I'm at a hotel away from home. Just downloaded Uber Eats.,1,S R,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/1/20 1:40,I ordered two burgers from Wendy's one was wrong and the other one didn't even get when I contacted the driver to get my other Burger she went back for the burger but then told me I have to wait until after another delivery to get it ETA for the food was between 6:30 and 6:40 didn't get the food till 6:55 it is now 7:17 still have not heard from the driver on that other Burger don't even know if I wanted at this point (update had too call customer service and get a refund food ever came),1,CPT John,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
3/7/22 18:21,So laggy that I was accidentally clicking the wrong things as the page updated. So slow.,1,Amanda Moore,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
7/24/21 21:49,"What a terrible experience. Good luck if you have an issue with your delivery; the customer support is beyond atrocious. Get your act together, GrubHub, this is a VERY competitive space. Your support should be able to understand written English.",1,Micheal Williams,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
4/15/22 1:12,"This review is going to be a little limited because GrubHub won't even let me create an account. When I enter my email address I get the inane comment ""That email didn't work. Try another one."" ""Didn't work""? What does that even mean? What's it supposed to do? Magic tricks? Jump through hoops? It works fine for me, thank you very much. Thanks for nothing.",1,Amy Odum,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/18/23 3:31,Retarded app made.me instantly click on the subscription button when I just downloaded it and instantly charged me. SCREW THIS APP.,1,Princess Beauliere,Grubhub,Google Play,Others,Others,Others
8/10/20 8:13,What happens when your food is never delivered? Do I get a refund? No one has called me to get directions so I dont think they are lost. I live 2 minutes away.,1,Michelle Wedlake,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/14/20 23:20,I was going to order until i realized my 7 dollar order had turned into a 20 dollar order. This is a scam,1,TheNewPlayer007 7,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
4/16/21 0:40,"Not all drivers are bad, some have the courtesy of calling when they have difficulty finding my address. However it seems like there are more bad drivers than good. My food arrived a half hour late barely warm and it was delivered to my neighbor who was kind enough to walk it over to me. I deleted the app a while ago due to similar experiences happening continuously and I recently installed it due to free grubhub+ through t mobile but I will most likely cancel my account and delete the app again",1,Brooklyn Williams,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
7/30/20 5:08,Shows promos are available and then says I've already redeemed them,1,Taylor Burns,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/16/23 17:12,"Always, always, always delayed delivery. Why have an app or a service that cannot perform adequately, efficiently and ON TIME!!!",1,Renee Johnson,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
7/10/20 23:44,If I could give this 0 stars I sure would... Nothing but a bunch of thieves over charging you for everything... Uninstalled right away....,1,Brahyam Veliz,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
2/3/24 1:39,"Strictly for the experience in chat with their Customer Service. Erika was rude, unhelpful, & did not actually even speak with me on the chat prior to ending it. Folks that pick up orders are awesome never has a bad 1.",1,DeeAnndra Nelson,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
3/12/21 1:51,This app is great. I take back my old comment.nm prices changing and getting higher again,1,Mike Walton,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
1/9/22 11:35,Just call the restaurant. This is miserable.,1,James Fowler,Grubhub,Google Play,Others,Others,Others
6/2/21 0:21,Worst delivery service in my area. Had multiple times where they took over an hour after pickup to deliver the food. In all of those cases they were driving further away after picking up my food. In most cases these are over $50 orders...one was over $100. Won't use this service anymore.,1,Josh Axeen,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/14/23 19:30,The worst delivery drivers ever! Who delivers food to a fire exit?? Terrible will not ever go through grub hub again deleting my app. My 7 year old follows better directions then your terrible driver!!! The worst!!,1,Jody Meyer,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/26/22 20:39,Charged a fee for picking up food... Really?!? I'll just call the restaurant instead uoi,1,GetOff MyNutz,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
5/18/23 2:59,I just had an order that was delayed multiple times. To the point that it was over 2 hours. Wrote in to cancel it. Was told that it is finally being made. I decided to give them one more chance. Since the GrubHub person guaranteed that it would be here by the newest eta. I settle down because I am frustrated but now I know I am going to get my food. Then not 5 minutes later it is cancelled and refunded. So I wasted almost 2 hours of my time for nothing. I am beyond frustrated.,1,Aaron Mcdaniel,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
